graph,minDFScode
1138,"(0,1,1,registerclaim,37,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,50,checkclaim)(3,4,1,checkclaim,67,markclaim)(4,5,1,markclaim,68,sentlock)(4,6,1,markclaim,70,proceedhandlingprocess)"
1139,"(0,1,1,registerclaim,37,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,50,checkclaim)(3,4,1,checkclaim,67,markclaim)(4,5,1,markclaim,68,sentlock)(4,6,1,markclaim,70,proceedhandlingprocess)(6,7,1,proceedhandlingprocess,42,claimclosed)"
1140,"(0,1,1,registerclaim,37,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,50,checkclaim)(3,4,1,checkclaim,67,markclaim)(4,5,1,markclaim,70,proceedhandlingprocess)"
1141,"(0,1,1,registerclaim,37,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,50,checkclaim)(3,4,1,checkclaim,67,markclaim)(4,5,1,markclaim,70,proceedhandlingprocess)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1142,"(0,1,1,examineclaim,38,writesettlementrecommendation)"
1143,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1144,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)"
1145,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1146,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1147,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1148,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1149,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(2,4,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1150,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1151,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)"
1152,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,1,1,markclaim,73,writesettlementrecommendation)"
1153,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,1,1,markclaim,73,writesettlementrecommendation)(3,4,1,markclaim,74,claimclosed)"
1154,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(2,3,1,checkthesettlementrecommendation,72,markclaim)(3,4,1,markclaim,74,claimclosed)"
1155,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)"
1156,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)"
1157,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)(3,1,1,sendbackrecommendation,48,writesettlementrecommendation)"
1158,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)(2,4,1,evaluaterecommendation,49,proceedhandlingprocess)(3,1,1,sendbackrecommendation,48,writesettlementrecommendation)"
1159,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)(2,4,1,evaluaterecommendation,49,proceedhandlingprocess)(3,1,1,sendbackrecommendation,48,writesettlementrecommendation)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1160,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)(2,4,1,evaluaterecommendation,49,proceedhandlingprocess)"
1161,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,47,sendbackrecommendation)(2,4,1,evaluaterecommendation,49,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1162,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,49,proceedhandlingprocess)"
1163,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,46,evaluaterecommendation)(2,3,1,evaluaterecommendation,49,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1164,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)"
1165,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)"
1166,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)"
1167,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)(4,5,1,sendbackrecommendation,53,rewritesettlementofrecommendation)"
1168,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)(3,6,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(4,5,1,sendbackrecommendation,53,rewritesettlementofrecommendation)"
1169,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)(3,6,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(4,5,1,sendbackrecommendation,53,rewritesettlementofrecommendation)(6,7,1,proceedhandlingprocess,42,claimclosed)"
1170,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)(3,5,1,sendbacktoclaimofficer,55,proceedhandlingprocess)"
1171,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,52,sendbackrecommendation)(3,5,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1172,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,55,proceedhandlingprocess)"
1173,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,51,sendbacktoclaimofficer)(3,4,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1174,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)"
1175,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)"
1176,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)(4,5,1,sentlock,69,rewritesettlementofrecommendation)"
1177,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)(3,6,1,markclaim,70,proceedhandlingprocess)(4,5,1,sentlock,69,rewritesettlementofrecommendation)"
1178,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)(3,6,1,markclaim,70,proceedhandlingprocess)(4,5,1,sentlock,69,rewritesettlementofrecommendation)(6,7,1,proceedhandlingprocess,42,claimclosed)"
1179,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)(3,5,1,markclaim,70,proceedhandlingprocess)"
1180,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,68,sentlock)(3,5,1,markclaim,70,proceedhandlingprocess)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1181,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,70,proceedhandlingprocess)"
1182,"(0,1,1,examineclaim,38,writesettlementrecommendation)(1,2,1,writesettlementrecommendation,50,checkclaim)(2,3,1,checkclaim,67,markclaim)(3,4,1,markclaim,70,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1183,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1184,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,0,1,checkthesettlementrecommendation,40,writesettlementrecommendation)"
1185,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,0,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1186,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,0,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(2,3,1,proceedhandlingprocess,42,claimclosed)"
1187,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1188,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(2,3,1,proceedhandlingprocess,42,claimclosed)"
1189,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(1,3,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1190,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1191,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)"
1192,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(2,3,1,markclaim""not,62,registerandexamineclaim)"
1193,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(2,3,1,markclaim""not,62,registerandexamineclaim)(3,0,1,registerandexamineclaim,58,writesettlementrecommendation)"
1194,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,4,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""not,62,registerandexamineclaim)(3,0,1,registerandexamineclaim,58,writesettlementrecommendation)"
1195,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,4,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""not,62,registerandexamineclaim)(3,0,1,registerandexamineclaim,58,writesettlementrecommendation)(4,5,1,markclaim""ok"",63,proceedhandlingprocess)"
1196,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,4,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""not,62,registerandexamineclaim)"
1197,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,4,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""not,62,registerandexamineclaim)(4,5,1,markclaim""ok"",63,proceedhandlingprocess)"
1198,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,3,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1199,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,60,markclaim""not)(1,3,1,checkthesettlementrecommendation,61,markclaim""ok"")(3,4,1,markclaim""ok"",63,proceedhandlingprocess)"
1200,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,61,markclaim""ok"")"
1201,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,61,markclaim""ok"")(2,3,1,markclaim""ok"",63,proceedhandlingprocess)"
1202,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,72,markclaim)"
1203,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,72,markclaim)(2,0,1,markclaim,73,writesettlementrecommendation)"
1204,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,72,markclaim)(2,0,1,markclaim,73,writesettlementrecommendation)(2,3,1,markclaim,74,claimclosed)"
1205,"(0,1,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(1,2,1,checkthesettlementrecommendation,72,markclaim)(2,3,1,markclaim,74,claimclosed)"
1206,"(0,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)"
1207,"(0,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(0,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1208,"(0,1,1,checkthesettlementrecommendation,40,writesettlementrecommendation)(0,2,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(2,3,1,proceedhandlingprocess,42,claimclosed)"
1209,"(0,1,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1210,"(0,1,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(1,2,1,proceedhandlingprocess,42,claimclosed)"
1211,"(0,1,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(0,2,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1212,"(0,1,1,proceedhandlingprocess,42,claimclosed)"
1213,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)"
1214,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,19,sendabankcardinaletter)"
1215,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
1216,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,4,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(2,3,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
1217,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,3,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
1218,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(1,3,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
1219,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
1220,"(0,1,1,evaluatetheapplication,43,sendawelcomepackinaletter)(1,2,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
1221,"(0,1,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
1222,"(0,1,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(1,2,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
1223,"(0,1,1,claim,45,examineclaim)"
1224,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)"
1225,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)"
1226,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)"
1227,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)(4,2,1,sendbackrecommendation,48,writesettlementrecommendation)"
1228,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)(3,5,1,evaluaterecommendation,49,proceedhandlingprocess)(4,2,1,sendbackrecommendation,48,writesettlementrecommendation)"
1229,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)(3,5,1,evaluaterecommendation,49,proceedhandlingprocess)(4,2,1,sendbackrecommendation,48,writesettlementrecommendation)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1230,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)(3,5,1,evaluaterecommendation,49,proceedhandlingprocess)"
1231,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,47,sendbackrecommendation)(3,5,1,evaluaterecommendation,49,proceedhandlingprocess)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1232,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,49,proceedhandlingprocess)"
1233,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,46,evaluaterecommendation)(3,4,1,evaluaterecommendation,49,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1234,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)"
1235,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1236,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)"
1237,"(0,1,1,claim,45,examineclaim)(1,2,1,examineclaim,38,writesettlementrecommendation)(2,3,1,writesettlementrecommendation,39,checkthesettlementrecommendation)(3,4,1,checkthesettlementrecommendation,41,proceedhandlingprocess)(3,5,1,checkthesettlementrecommendation,57,sendbackrecommendation)"
1238,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)"
1239,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)"
1240,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)(2,0,1,sendbackrecommendation,48,writesettlementrecommendation)"
1241,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)(1,3,1,evaluaterecommendation,49,proceedhandlingprocess)(2,0,1,sendbackrecommendation,48,writesettlementrecommendation)"
1242,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)(1,3,1,evaluaterecommendation,49,proceedhandlingprocess)(2,0,1,sendbackrecommendation,48,writesettlementrecommendation)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1243,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)(1,3,1,evaluaterecommendation,49,proceedhandlingprocess)"
1244,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,47,sendbackrecommendation)(1,3,1,evaluaterecommendation,49,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1245,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,49,proceedhandlingprocess)"
1246,"(0,1,1,writesettlementrecommendation,46,evaluaterecommendation)(1,2,1,evaluaterecommendation,49,proceedhandlingprocess)(2,3,1,proceedhandlingprocess,42,claimclosed)"
1247,"(0,1,1,evaluaterecommendation,47,sendbackrecommendation)"
1248,"(0,1,1,evaluaterecommendation,49,proceedhandlingprocess)"
1249,"(0,1,1,sendbackrecommendation,48,writesettlementrecommendation)"
1250,"(0,1,1,writesettlementrecommendation,50,checkclaim)"
1251,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)"
1252,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)"
1253,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)(3,4,1,sendbackrecommendation,53,rewritesettlementofrecommendation)"
1254,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)(2,5,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(3,4,1,sendbackrecommendation,53,rewritesettlementofrecommendation)"
1255,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)(2,5,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(3,4,1,sendbackrecommendation,53,rewritesettlementofrecommendation)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1256,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)(2,4,1,sendbacktoclaimofficer,55,proceedhandlingprocess)"
1257,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,52,sendbackrecommendation)(2,4,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1258,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,55,proceedhandlingprocess)"
1259,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,51,sendbacktoclaimofficer)(2,3,1,sendbacktoclaimofficer,55,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
1260,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)"
1261,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)"
1262,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(3,4,1,sentlock,69,rewritesettlementofrecommendation)"
1263,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(2,5,1,markclaim,70,proceedhandlingprocess)(3,4,1,sentlock,69,rewritesettlementofrecommendation)"
1264,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(2,5,1,markclaim,70,proceedhandlingprocess)(3,4,1,sentlock,69,rewritesettlementofrecommendation)(5,6,1,proceedhandlingprocess,42,claimclosed)"
1265,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(2,4,1,markclaim,70,proceedhandlingprocess)"
1266,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,68,sentlock)(2,4,1,markclaim,70,proceedhandlingprocess)(4,5,1,proceedhandlingprocess,42,claimclosed)"
1267,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,70,proceedhandlingprocess)"
1268,"(0,1,1,writesettlementrecommendation,50,checkclaim)(1,2,1,checkclaim,67,markclaim)(2,3,1,markclaim,70,proceedhandlingprocess)(3,4,1,proceedhandlingprocess,42,claimclosed)"
